MEDIDAS	TIME_PERIOD	TERRITORIO	SEXO	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
Población. Tasa de variación anual	2016	Lanzarote	Mujeres	1.37				
Población. Proporción	2016	Lanzarote	Mujeres	6.75				
Población	2015	Lanzarote	Mujeres	70510				
Población. Variación anual	2015	Lanzarote	Mujeres	663				
Población. Tasa de variación anual	2015	Lanzarote	Mujeres	0.95				
Población. Proporción	2015	Lanzarote	Mujeres	6.67				
Población	2014	Lanzarote	Mujeres	69847				
Población. Variación anual	2014	Lanzarote	Mujeres	140				
Población. Tasa de variación anual	2014	Lanzarote	Mujeres	0.2				
Población. Proporción	2014	Lanzarote	Mujeres	6.6				
Población	2013	Lanzarote	Mujeres	69707				
Población. Variación anual	2013	Lanzarote	Mujeres	156				
Población. Tasa de variación anual	2013	Lanzarote	Mujeres	0.22				
Población. Proporción	2013	Lanzarote	Mujeres	6.56				
Población	2012	Lanzarote	Mujeres	69551				
Población. Variación anual	2012	Lanzarote	Mujeres	156				
Población. Tasa de variación anual	2012	Lanzarote	Mujeres	0.22				
Población. Proporción	2012	Lanzarote	Mujeres	6.55				
Población	2011	Lanzarote	Mujeres	69395				
Población. Variación anual	2011	Lanzarote	Mujeres	778				
Población. Tasa de variación anual	2011	Lanzarote	Mujeres	1.13				
Población. Proporción	2011	Lanzarote	Mujeres	6.51				
Población	2010	Lanzarote	Mujeres	68617				
Población. Variación anual	2010	Lanzarote	Mujeres	211				
Población. Tasa de variación anual	2010	Lanzarote	Mujeres	0.31				
Población. Proporción	2010	Lanzarote	Mujeres	6.47				
Población	2009	Lanzarote	Mujeres	68406				
Población. Variación anual	2009	Lanzarote	Mujeres	1470				
Población. Tasa de variación anual	2009	Lanzarote	Mujeres	2.2				
Población. Proporción	2009	Lanzarote	Mujeres	6.51				
Población	2008	Lanzarote	Mujeres	66936				
Población. Variación anual	2008	Lanzarote	Mujeres	3415				
Población. Tasa de variación anual	2008	Lanzarote	Mujeres	5.38				
Población. Proporción	2008	Lanzarote	Mujeres	6.46				
Población	2007	Lanzarote	Mujeres	63521				
Población. Variación anual	2007	Lanzarote	Mujeres	2397				
Población. Tasa de variación anual	2007	Lanzarote	Mujeres	3.92				
Población. Proporción	2007	Lanzarote	Mujeres	6.29				
Población	2006	Lanzarote	Mujeres	61124				
Población. Variación anual	2006	Lanzarote	Mujeres	2013				
Población. Tasa de variación anual	2006	Lanzarote	Mujeres	3.41				
Población. Proporción	2006	Lanzarote	Mujeres	6.15				
Población	2005	Lanzarote	Mujeres	59111				
Población. Variación anual	2005	Lanzarote	Mujeres	2832				
Población. Tasa de variación anual	2005	Lanzarote	Mujeres	5.03				
Población. Proporción	2005	Lanzarote	Mujeres	6.03				
Población	2004	Lanzarote	Mujeres	56279				
Población. Variación anual	2004	Lanzarote	Mujeres	1029				
Población. Tasa de variación anual	2004	Lanzarote	Mujeres	1.86				
Población. Proporción	2004	Lanzarote	Mujeres	5.89				
Población	2003	Lanzarote	Mujeres	55250				
Población. Variación anual	2003	Lanzarote	Mujeres	2249				
Población. Tasa de variación anual	2003	Lanzarote	Mujeres	4.24				
Población. Proporción	2003	Lanzarote	Mujeres	5.85				
Población	2002	Lanzarote	Mujeres	53001				
Población. Variación anual	2002	Lanzarote	Mujeres	3342				
Población. Tasa de variación anual	2002	Lanzarote	Mujeres	6.73				
Población. Proporción	2002	Lanzarote	Mujeres	5.76				
Población	2001	Lanzarote	Mujeres	49659				
Población. Variación anual	2001	Lanzarote	Mujeres	3022				
Población. Tasa de variación anual	2001	Lanzarote	Mujeres	6.48				
Población. Proporción	2001	Lanzarote	Mujeres	5.57				
Población	2000	Lanzarote	Mujeres	46637				
Población. Variación anual	2000	Lanzarote	Mujeres	2806				
Población. Tasa de variación anual	2000	Lanzarote	Mujeres	6.4				
Población. Proporción	2000	Lanzarote	Mujeres	5.41				
Población	1999	Lanzarote	Mujeres	43831				
Población. Variación anual	1999	Lanzarote	Mujeres	2544				
Población. Tasa de variación anual	1999	Lanzarote	Mujeres	6.16				
Población. Proporción	1999	Lanzarote	Mujeres	5.21				
Población	1998	Lanzarote	Mujeres	41287				
Población. Variación anual	1998	Lanzarote	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Lanzarote	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Lanzarote	Mujeres	5.02				
Población	1996	Lanzarote	Mujeres	37885				
Población. Variación anual	1996	Lanzarote	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Lanzarote	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Lanzarote	Mujeres	4.68				
Población	2021	Arrecife	Total	64497				
Población. Variación anual	2021	Arrecife	Total	-148				
Población. Tasa de variación anual	2021	Arrecife	Total	-0.23				
Población. Proporción	2021	Arrecife	Total	2.97				
Población	2020	Arrecife	Total	64645				
Población. Variación anual	2020	Arrecife	Total	1657				
Población. Tasa de variación anual	2020	Arrecife	Total	2.63				
Población. Proporción	2020	Arrecife	Total	2.97				
Población	2019	Arrecife	Total	62988				
Población. Variación anual	2019	Arrecife	Total	1637				
Población. Tasa de variación anual	2019	Arrecife	Total	2.67				
Población. Proporción	2019	Arrecife	Total	2.93				
Población	2018	Arrecife	Total	61351				
Población. Variación anual	2018	Arrecife	Total	1580				
Población. Tasa de variación anual	2018	Arrecife	Total	2.64				
Población. Proporción	2018	Arrecife	Total	2.88				
Población	2017	Arrecife	Total	59771				
Población. Variación anual	2017	Arrecife	Total	1234				
Población. Tasa de variación anual	2017	Arrecife	Total	2.11				
Población. Proporción	2017	Arrecife	Total	2.84				
Población	2016	Arrecife	Total	58537				
Población. Variación anual	2016	Arrecife	Total	1597				
Población. Tasa de variación anual	2016	Arrecife	Total	2.8				
Población. Proporción	2016	Arrecife	Total	2.78				
Población	2015	Arrecife	Total	56940				
Población. Variación anual	2015	Arrecife	Total	60				
Población. Tasa de variación anual	2015	Arrecife	Total	0.11				
Población. Proporción	2015	Arrecife	Total	2.71				
Población	2014	Arrecife	Total	56880				
Población. Variación anual	2014	Arrecife	Total	1207				
Población. Tasa de variación anual	2014	Arrecife	Total	2.17				
Población. Proporción	2014	Arrecife	Total	2.7				
Población	2013	Arrecife	Total	55673				
Población. Variación anual	2013	Arrecife	Total	-611				
Población. Tasa de variación anual	2013	Arrecife	Total	-1.09				
Población. Proporción	2013	Arrecife	Total	2.63				
Población	2012	Arrecife	Total	56284				
Población. Variación anual	2012	Arrecife	Total	-1073				
Población. Tasa de variación anual	2012	Arrecife	Total	-1.87				
Población. Proporción	2012	Arrecife	Total	2.66				
Población	2011	Arrecife	Total	57357				
Población. Variación anual	2011	Arrecife	Total	-799				
Población. Tasa de variación anual	2011	Arrecife	Total	-1.37				
Población. Proporción	2011	Arrecife	Total	2.7				
Población	2010	Arrecife	Total	58156				
Población. Variación anual	2010	Arrecife	Total	-971				
Población. Tasa de variación anual	2010	Arrecife	Total	-1.64				
Población. Proporción	2010	Arrecife	Total	2.75				
Población	2009	Arrecife	Total	59127				
Población. Variación anual	2009	Arrecife	Total	87				
Población. Tasa de variación anual	2009	Arrecife	Total	0.15				
Población. Proporción	2009	Arrecife	Total	2.81				
Población	2008	Arrecife	Total	59040				
Población. Variación anual	2008	Arrecife	Total	2206				
Población. Tasa de variación anual	2008	Arrecife	Total	3.88				
Población. Proporción	2008	Arrecife	Total	2.84				
Población	2007	Arrecife	Total	56834				
Población. Variación anual	2007	Arrecife	Total	1631				
Población. Tasa de variación anual	2007	Arrecife	Total	2.95				
Población. Proporción	2007	Arrecife	Total	2.81				
Población	2006	Arrecife	Total	55203				
Población. Variación anual	2006	Arrecife	Total	1283				
Población. Tasa de variación anual	2006	Arrecife	Total	2.38				
Población. Proporción	2006	Arrecife	Total	2.77				
Población	2005	Arrecife	Total	53920				
Población. Variación anual	2005	Arrecife	Total	2287				
Población. Tasa de variación anual	2005	Arrecife	Total	4.43				
Población. Proporción	2005	Arrecife	Total	2.74				
Población	2004	Arrecife	Total	51633				
Población. Variación anual	2004	Arrecife	Total	848				
Población. Tasa de variación anual	2004	Arrecife	Total	1.67				
Población. Proporción	2004	Arrecife	Total	2.7				
Población	2003	Arrecife	Total	50785				
Población. Variación anual	2003	Arrecife	Total	2532				
Población. Tasa de variación anual	2003	Arrecife	Total	5.25				
Población. Proporción	2003	Arrecife	Total	2.68				
Población	2002	Arrecife	Total	48253				
Población. Variación anual	2002	Arrecife	Total	2704				
Población. Tasa de variación anual	2002	Arrecife	Total	5.94				
Población. Proporción	2002	Arrecife	Total	2.62				
Población	2001	Arrecife	Total	45549				
Población. Variación anual	2001	Arrecife	Total	1838				
Población. Tasa de variación anual	2001	Arrecife	Total	4.2				
Población. Proporción	2001	Arrecife	Total	2.56				
Población	2000	Arrecife	Total	43711				
Población. Variación anual	2000	Arrecife	Total	1480				
Población. Tasa de variación anual	2000	Arrecife	Total	3.5				
Población. Proporción	2000	Arrecife	Total	2.55				
Población	1999	Arrecife	Total	42231				
Población. Variación anual	1999	Arrecife	Total	1461				
Población. Tasa de variación anual	1999	Arrecife	Total	3.58				
Población. Proporción	1999	Arrecife	Total	2.52				
Población	1998	Arrecife	Total	40770				
Población. Variación anual	1998	Arrecife	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Arrecife	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Arrecife	Total	2.5				
Población	1996	Arrecife	Total	38091				
Población. Variación anual	1996	Arrecife	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Arrecife	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Arrecife	Total	2.37				
Población	2021	Arrecife	Hombres	32389				
Población. Variación anual	2021	Arrecife	Hombres	-54				
Población. Tasa de variación anual	2021	Arrecife	Hombres	-0.17				
Población. Proporción	2021	Arrecife	Hombres	3.02				
Población	2020	Arrecife	Hombres	32443				
Población. Variación anual	2020	Arrecife	Hombres	931				
Población. Tasa de variación anual	2020	Arrecife	Hombres	2.95				
Población. Proporción	2020	Arrecife	Hombres	3.01				
Población	2019	Arrecife	Hombres	31512				
Población. Variación anual	2019	Arrecife	Hombres	788				
Población. Tasa de variación anual	2019	Arrecife	Hombres	2.56				
Población. Proporción	2019	Arrecife	Hombres	2.96				
Población	2018	Arrecife	Hombres	30724				
Población. Variación anual	2018	Arrecife	Hombres	763				
Población. Tasa de variación anual	2018	Arrecife	Hombres	2.55				
Población. Proporción	2018	Arrecife	Hombres	2.91				
Población	2017	Arrecife	Hombres	29961				
Población. Variación anual	2017	Arrecife	Hombres	670				
Población. Tasa de variación anual	2017	Arrecife	Hombres	2.29				
Población. Proporción	2017	Arrecife	Hombres	2.87				
Población	2016	Arrecife	Hombres	29291				
Población. Variación anual	2016	Arrecife	Hombres	752				
Población. Tasa de variación anual	2016	Arrecife	Hombres	2.63				
Población. Proporción	2016	Arrecife	Hombres	2.81				
Población	2015	Arrecife	Hombres	28539				
Población. Variación anual	2015	Arrecife	Hombres	-72				
Población. Tasa de variación anual	2015	Arrecife	Hombres	-0.25				
Población. Proporción	2015	Arrecife	Hombres	2.74				
Población	2014	Arrecife	Hombres	28611				
Población. Variación anual	2014	Arrecife	Hombres	533				
Población. Tasa de variación anual	2014	Arrecife	Hombres	1.9				
Población. Proporción	2014	Arrecife	Hombres	2.73				
Población	2013	Arrecife	Hombres	28078				
Población. Variación anual	2013	Arrecife	Hombres	-385				
Población. Tasa de variación anual	2013	Arrecife	Hombres	-1.35				
Población. Proporción	2013	Arrecife	Hombres	2.66				
Población	2012	Arrecife	Hombres	28463				
Población. Variación anual	2012	Arrecife	Hombres	-773				
Población. Tasa de variación anual	2012	Arrecife	Hombres	-2.64				
Población. Proporción	2012	Arrecife	Hombres	2.69				
Población	2011	Arrecife	Hombres	29236				
Población. Variación anual	2011	Arrecife	Hombres	-454				
Población. Tasa de variación anual	2011	Arrecife	Hombres	-1.53				
Población. Proporción	2011	Arrecife	Hombres	2.75				
Población	2010	Arrecife	Hombres	29690				
Población. Variación anual	2010	Arrecife	Hombres	-753				
Población. Tasa de variación anual	2010	Arrecife	Hombres	-2.47				
Población. Proporción	2010	Arrecife	Hombres	2.8				
Población	2009	Arrecife	Hombres	30443				
Población. Variación anual	2009	Arrecife	Hombres	-110				
Población. Tasa de variación anual	2009	Arrecife	Hombres	-0.36				
Población. Proporción	2009	Arrecife	Hombres	2.89				
Población	2008	Arrecife	Hombres	30553				
Población. Variación anual	2008	Arrecife	Hombres	1193				
Población. Tasa de variación anual	2008	Arrecife	Hombres	4.06				
Población. Proporción	2008	Arrecife	Hombres	2.94				
Población	2007	Arrecife	Hombres	29360				
Población. Variación anual	2007	Arrecife	Hombres	889				
Población. Tasa de variación anual	2007	Arrecife	Hombres	3.12				
Población. Proporción	2007	Arrecife	Hombres	2.89				
Población	2006	Arrecife	Hombres	28471				
Población. Variación anual	2006	Arrecife	Hombres	747				
Población. Tasa de variación anual	2006	Arrecife	Hombres	2.69				
Población. Proporción	2006	Arrecife	Hombres	2.84				
Población	2005	Arrecife	Hombres	27724				
Población. Variación anual	2005	Arrecife	Hombres	1321				
Población. Tasa de variación anual	2005	Arrecife	Hombres	5				
Población. Proporción	2005	Arrecife	Hombres	2.81				
Población	2004	Arrecife	Hombres	26403				
Población. Variación anual	2004	Arrecife	Hombres	480				
Población. Tasa de variación anual	2004	Arrecife	Hombres	1.85				
Población. Proporción	2004	Arrecife	Hombres	2.75				
Población	2003	Arrecife	Hombres	25923				
Población. Variación anual	2003	Arrecife	Hombres	1336				
Población. Tasa de variación anual	2003	Arrecife	Hombres	5.43				
Población. Proporción	2003	Arrecife	Hombres	2.73				
Población	2002	Arrecife	Hombres	24587				
Población. Variación anual	2002	Arrecife	Hombres	1370				
Población. Tasa de variación anual	2002	Arrecife	Hombres	5.9				
Población. Proporción	2002	Arrecife	Hombres	2.66				
Población	2001	Arrecife	Hombres	23217				
